PROCESS	SENT_ID	SENTENCE	ARG_ID	START_IDX	END_IDX	SPAN	ROLE
osmosis	43	reverse osmosis is the process of pushing water through a semi-permeable membrane to remove impurities and harmful contaminants.	3	14	14	remove	A2
osmosis	43	reverse osmosis is the process of pushing water through a semi-permeable membrane to remove impurities and harmful contaminants.	0	15	15	impurities	A3
osmosis	69	reverse osmosis is the process of forcing a solvent from a region of high solute concentration through a membrane to a region of low solute concentration by...	0	7	7	forcing	A2
osmosis	90	reverse osmosis is the process of forcing a solvent from a region of high solute concentration through a semipermeable membrane to a region of low solute...	1	7	7	forcing	A2
osmosis	90	reverse osmosis is the process of forcing a solvent from a region of high solute concentration through a semipermeable membrane to a region of low solute...	3	11	16	a region of high solute concentration	NONE
osmosis	90	reverse osmosis is the process of forcing a solvent from a region of high solute concentration through a semipermeable membrane to a region of low solute...	0	17	20	through a semipermeable membrane	A1
osmosis	94	reverse osmosis: reverse osmosis is the process of removing contaminants by performing osmosis in reverse, pulling water particles through a filter which is...	0	10	10	removing	A2
osmosis	132	reverse osmosis is the process of forcing a solvent from a region of high solute concentration through a membrane to a region of low solute...	0	7	7	forcing	A2
osmosis	156	osmosis is the process by which the water is absorbed into the root system and also how it moves through the plant.	0	10	10	absorbed	A2
osmosis	283	reverse osmosis is the process of separating a solution, water in this particular case, and forcing it through a semi-permeable membrane that filters out...	0	7	7	separating	A2
osmosis	286	reverse osmosis is the process of forcing a solvent...	0	7	7	forcing	A2
osmosis	309	reverse osmosis is the process of applying a hydraulic pressure to an aqueous solution to force water through a semipermeable membrane, thus separating...	0	7	7	applying	A2
osmosis	342	in simple terms, reverse osmosis is the process of pushing a solution through a filter that traps the solute on one side and allows the pure...	0	11	11	pushing	A2
osmosis	378	osmosis is the movement of water across a membrane from an area of low solute concentration to an area of high solute concentration.	0	4	4	movement	A2
osmosis	382	reverse osmosis is the process of forcing a fluid through a membrane, separating the fluid from the particles too large to pass.	0	7	7	forcing	A2
osmosis	383	osmosis is the process by which water flows into and out of cells in the human body and by which water enters a tree through roots and travels upward into the...	0	8	8	flows	A2
osmosis	452	formally, reverse osmosis is the process of forcing a solvent from a region of high solute concentration through a semipermeable membrane to a region of low...	0	9	9	forcing	A2
osmosis	468	this time osmosis causes the red blood cell to swell.	0	5	11	the red blood cell to swell .	A3
photosynthesis	3	the restricted photosynthesis is caused by an enhanced closure of surface conductance at a low wtd due to a high temperature and low water...	3	1	3	the restricted photosynthesis	NONE
photosynthesis	3	the restricted photosynthesis is caused by an enhanced closure of surface conductance at a low wtd due to a high temperature and low water...	4	5	5	caused	NONE
photosynthesis	3	the restricted photosynthesis is caused by an enhanced closure of surface conductance at a low wtd due to a high temperature and low water...	1	7	12	an enhanced closure of surface conductance	A1
photosynthesis	3	the restricted photosynthesis is caused by an enhanced closure of surface conductance at a low wtd due to a high temperature and low water...	2	13	24	at a low wtd due to a high temperature and low water	A1
photosynthesis	27	photosynthesis is the process of making food...	1	6	6	making	A2
photosynthesis	27	photosynthesis is the process of making food...	0	7	7	food	A3
photosynthesis	31	photosynthesis is caused by inhibition of starch synthesis.	0	5	8	inhibition of starch synthesis	A1
photosynthesis	33	photosynthesis helps to balance oxygen and carbon dioxide in the air because plants produce oxygen through photosynthesis, this therefore goes into air which...	0	4	17	balance oxygen and carbon dioxide in the air because plants produce oxygen through photosynthesis	A3
photosynthesis	72	photosynthesis is caused by damage and/or deactivation of enzymes at temperatures that do not cause losses of activity for respiratory enzymes (dewer et al.	0	5	21	damage and/or deactivation of enzymes at temperatures that do not cause losses of activity for respiratory enzymes	A1
photosynthesis	74	sunlight is necessary for photosynthesis, the process by...	0	1	1	sunlight	A1
photosynthesis	79	photosynthesis occurs when photon flux densities exceed the compensation irradiance,i".	1	1	1	photosynthesis	NONE
photosynthesis	79	photosynthesis occurs when photon flux densities exceed the compensation irradiance,i".	2	2	2	occurs	NONE
photosynthesis	79	photosynthesis occurs when photon flux densities exceed the compensation irradiance,i".	0	4	6	photon flux densities	A1
photosynthesis	79	photosynthesis occurs when photon flux densities exceed the compensation irradiance,i".	3	7	7	exceed	NONE
photosynthesis	88	chlorophyll is necessary for photosynthesis.	0	1	1	chlorophyll	A1
photosynthesis	89	active photosynthesis causes the ph to increase to 10 or more, accelerating the.	0	4	15	the ph to increase to 10 or more , accelerating the .	A3
photosynthesis	97	photosynthesis is the process of making food, on which all life depends.	0	6	6	making	A2
photosynthesis	110	it is known that photosynthesis is the powering phenomenta behind green plants' life.	0	1	1	it	NONE
photosynthesis	110	it is known that photosynthesis is the powering phenomenta behind green plants' life.	1	3	3	known	NONE
photosynthesis	110	it is known that photosynthesis is the powering phenomenta behind green plants' life.	2	4	14	that photosynthesis is the powering phenomenta behind green plants ' life	NONE
photosynthesis	137	photosynthesis occurs when pigments in photosynthesizers absorb the energy of photons, initiating a chain of photochemical and chemical events.	0	8	20	the energy of photons , initiating a chain of photochemical and chemical events	A1
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	10	2	2	occurs	NONE
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	2	4	10	pigments , molecules in the plant cell	A0
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	5	12	12	absorb	A2
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	0	13	14	light photons	A1
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	3	16	16	transfer	A2
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	8	17	17	them	NONE
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	7	18	18	around	NONE
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	6	20	20	create	A2
photosynthesis	174	photosynthesis occurs when pigments, molecules in the plant cell, absorb light photons and transfer them around to create chemical energy.	1	21	22	chemical energy	A3
photosynthesis	186	photosynthesis is the process of converting simple organic compounds (co2 and h2o) into more complex organic compounds (glucose and oxygen), in plants:	0	6	6	converting	A2
photosynthesis	211	anoxygenic photosynthesis helps to maintain lower do which increases the power output.	4	1	2	anoxygenic photosynthesis	NONE
photosynthesis	211	anoxygenic photosynthesis helps to maintain lower do which increases the power output.	5	3	3	helps	NONE
photosynthesis	211	anoxygenic photosynthesis helps to maintain lower do which increases the power output.	7	5	5	maintain	NONE
photosynthesis	211	anoxygenic photosynthesis helps to maintain lower do which increases the power output.	3	9	9	increases	NONE
photosynthesis	211	anoxygenic photosynthesis helps to maintain lower do which increases the power output.	6	10	12	the power output	NONE
photosynthesis	215	the importance of photosynthesis helps to maintain a balanced level of oxygen and...	0	7	12	maintain a balanced level of oxygen	A3
photosynthesis	221	photosynthesis is the process of turning the energy of sunlight into chemical energy from the raw products of co2 and h2o.	0	6	6	turning	A2
photosynthesis	230	photosynthesis occurs when plants are in sunlight.	0	6	7	in sunlight	A1
photosynthesis	241	radiation is necessary for photosynthesis and, therefore, this process is possible only within the euphotic layer, where the light intensity is enough for...	0	1	1	radiation	A1
photosynthesis	242	photosynthesis is the process by which plants turn light energy into chemical energy.	2	8	8	turn	A2
photosynthesis	242	photosynthesis is the process by which plants turn light energy into chemical energy.	0	9	10	light energy	A1
photosynthesis	242	photosynthesis is the process by which plants turn light energy into chemical energy.	1	12	13	chemical energy	A3
photosynthesis	266	solar radiation in the par wavelength range is necessary for photosynthesis, which is the basic process for crop production.	0	1	7	solar radiation in the par wavelength range	A1
photosynthesis	277	photoinhibition of photosynthesis causes a reduction in vegetative.	0	5	9	a reduction in vegetative .	A3
photosynthesis	281	photosynthesis is the process of converting carbon dioxide and.	0	6	6	converting	A2
photosynthesis	321	tree photosynthesis helps to reduce the unnatural...	0	5	7	reduce the unnatural	A3
photosynthesis	330	the process of photosynthesis occurs when the sun's rays are absorbed into a plant and are converted to energy.	6	1	4	the process of photosynthesis	NONE
photosynthesis	330	the process of photosynthesis occurs when the sun's rays are absorbed into a plant and are converted to energy.	7	5	5	occurs	NONE
photosynthesis	330	the process of photosynthesis occurs when the sun's rays are absorbed into a plant and are converted to energy.	0	7	10	the sun 's rays	A1
photosynthesis	330	the process of photosynthesis occurs when the sun's rays are absorbed into a plant and are converted to energy.	5	12	12	absorbed	NONE
photosynthesis	330	the process of photosynthesis occurs when the sun's rays are absorbed into a plant and are converted to energy.	2	14	15	a plant	A0
photosynthesis	330	the process of photosynthesis occurs when the sun's rays are absorbed into a plant and are converted to energy.	3	18	18	converted	A2
photosynthesis	330	the process of photosynthesis occurs when the sun's rays are absorbed into a plant and are converted to energy.	1	20	20	energy	A3
photosynthesis	332	photosynthesis is caused by a decrease of carboxylation efficiency (wise et al.	2	1	1	photosynthesis	NONE
photosynthesis	332	photosynthesis is caused by a decrease of carboxylation efficiency (wise et al.	3	3	3	caused	NONE
photosynthesis	332	photosynthesis is caused by a decrease of carboxylation efficiency (wise et al.	0	5	9	a decrease of carboxylation efficiency	A1
photosynthesis	350	basically, photosynthesis is the process by which plants convert the sun's light into energy.	1	10	10	convert	A2
photosynthesis	350	basically, photosynthesis is the process by which plants convert the sun's light into energy.	0	16	16	energy	A3
photosynthesis	362	the purpose of photosynthesis is to capture and store energy.	0	7	10	capture and store energy	A3
photosynthesis	367	photosynthesis is the process by which plants convert atmospheric c02 into...	0	8	8	convert	A2
photosynthesis	401	photosynthesis occurs due to glaucousness, the reduction in transpiration rate is reportedly greater, resulting in increased (instantaneous or short-term)...	0	5	5	glaucousness	A1
photosynthesis	414	photosynthesis occurs when ribulose-1,5-bisphosphate is carboxylated by rubisco carboxylase activity and the products, two phosphoglycerate molecules...	2	1	1	photosynthesis	NONE
photosynthesis	414	photosynthesis occurs when ribulose-1,5-bisphosphate is carboxylated by rubisco carboxylase activity and the products, two phosphoglycerate molecules...	4	2	2	occurs	NONE
photosynthesis	414	photosynthesis occurs when ribulose-1,5-bisphosphate is carboxylated by rubisco carboxylase activity and the products, two phosphoglycerate molecules...	3	9	9	carboxylated	NONE
photosynthesis	414	photosynthesis occurs when ribulose-1,5-bisphosphate is carboxylated by rubisco carboxylase activity and the products, two phosphoglycerate molecules...	0	11	20	rubisco carboxylase activity and the products , two phosphoglycerate molecules	A1
photosynthesis	425	in general outline and in effect, photosynthesis is the opposite of cellular respiration, in which glucose and other compounds are oxidized to produce carbon...	1	18	21	glucose and other compounds	A0
photosynthesis	425	in general outline and in effect, photosynthesis is the opposite of cellular respiration, in which glucose and other compounds are oxidized to produce carbon...	3	23	23	oxidized	A2
photosynthesis	425	in general outline and in effect, photosynthesis is the opposite of cellular respiration, in which glucose and other compounds are oxidized to produce carbon...	2	25	25	produce	A2
photosynthesis	425	in general outline and in effect, photosynthesis is the opposite of cellular respiration, in which glucose and other compounds are oxidized to produce carbon...	0	26	26	carbon	A3
photosynthesis	435	photosynthesis is the process by which solar energy is converted into biomass at an overall efficiency of ~ 1%.	1	10	10	converted	A2
photosynthesis	435	photosynthesis is the process by which solar energy is converted into biomass at an overall efficiency of ~ 1%.	0	12	12	biomass	A3
photosynthesis	436	artificial photosynthesis is the process of preparing fuels from nothing more than water, sunlight and carbon dioxide.	0	7	7	preparing	A2
photosynthesis	462	photosynthesis helps to balance oxygen and carbon dioxide in the air because plants produce oxygen through photosynthesis, this therefore goes into.	0	4	17	balance oxygen and carbon dioxide in the air because plants produce oxygen through photosynthesis	A3
photosynthesis	465	photosynthesis is the process by which organisms convert light energy into chemical energy in the form of carbohydrates.	0	8	8	convert	A2
photosynthesis	481	these results suggested that coordination of the expression of all these genes is necessary for photosynthesis in r	1	1	2	these results	NONE
photosynthesis	481	these results suggested that coordination of the expression of all these genes is necessary for photosynthesis in r	2	3	3	suggested	NONE
photosynthesis	481	these results suggested that coordination of the expression of all these genes is necessary for photosynthesis in r	0	5	12	coordination of the expression of all these genes	A1
photosynthesis	490	photosynthesis is caused by different absorbance of the photoisomers involved in the reaction network [6-7].	2	1	1	photosynthesis	NONE
photosynthesis	490	photosynthesis is caused by different absorbance of the photoisomers involved in the reaction network [6-7].	4	3	3	caused	NONE
photosynthesis	490	photosynthesis is caused by different absorbance of the photoisomers involved in the reaction network [6-7].	3	10	10	involved	NONE
photosynthesis	490	photosynthesis is caused by different absorbance of the photoisomers involved in the reaction network [6-7].	5	12	17	the reaction network [ 6-7 ]	NONE
photosynthesis	519	photosynthesis is the process by which plants convert sunlight into usable energy.	2	8	8	convert	A2
photosynthesis	519	photosynthesis is the process by which plants convert sunlight into usable energy.	0	9	9	sunlight	A1
photosynthesis	519	photosynthesis is the process by which plants convert sunlight into usable energy.	1	11	12	usable energy	A3
photosynthesis	531	explanation: photosynthesis is the process of making organic food (glucose) by combining the hydrogen from water with carbon dioxide.	0	8	8	making	A2
physical_change	12	physical change is the change in physical properties.	0	2	2	change	A2
pollination	56	pollination is the transfer of pollen from the male organ of a flower to the female organ of a flower.	0	4	4	transfer	A2
pollination	457	pollination is the process of moving the pollen grain from the anther of a stamen to the stigma of a carpel.	0	6	6	moving	A2
pollination	480	pollination is the process of transferring pollen from anther (male flower part) to stigma (female flower part).	1	6	6	transferring	A2
pollination	480	pollination is the process of transferring pollen from anther (male flower part) to stigma (female flower part).	0	7	13	pollen from anther ( male flower part	A0
pollination	480	pollination is the process of transferring pollen from anther (male flower part) to stigma (female flower part).	3	16	21	stigma ( female flower part )	NONE
reflection	240	reflection, reflection is the process of using a particular move to deflect incoming projectiles.	1	8	8	using	NONE
reflection	240	reflection, reflection is the process of using a particular move to deflect incoming projectiles.	5	9	11	a particular move	NONE
reflection	240	reflection, reflection is the process of using a particular move to deflect incoming projectiles.	0	13	13	deflect	A2
reflection	240	reflection, reflection is the process of using a particular move to deflect incoming projectiles.	4	14	15	incoming projectiles	NONE
reflection	521	diffuse reflection is the reflection of light from a surface such that an incident ray is reflected at many angles rather than at just one angle as in the case of...	0	2	2	reflection	A2
refraction	68	refraction is caused by the change in speed experienced by a wave when it changes medium.	0	5	12	the change in speed experienced by a wave	A1
refraction	75	refraction is caused by the change in speed...	0	5	8	the change in speed	A1
refraction	98	a refractometer characterizes fluids based on their refractive index the refraction occurs due to the change in the speed of light as it travels through a material of...	0	15	21	the change in the speed of light	A1
refraction	136	refraction occurs due to variations of the wave celerity along wave crests.	0	5	12	variations of the wave celerity along wave crests	A1
refraction	228	refraction occurs when some light enters the new medium.	0	7	9	the new medium	A1
refraction	247	refraction is the bending of a wave when it enters a medium where its speed is different.	0	4	4	bending	A2
refraction	292	refraction is the change in direction of propagation of a wave due to a change in its transmission medium.	0	4	4	change	A2
refraction	308	in optics, refraction occurs when light waves travel from a medium...	3	1	2	in optics	NONE
refraction	308	in optics, refraction occurs when light waves travel from a medium...	4	4	4	refraction	NONE
refraction	308	in optics, refraction occurs when light waves travel from a medium...	6	5	5	occurs	NONE
refraction	308	in optics, refraction occurs when light waves travel from a medium...	0	7	8	light waves	A0
refraction	308	in optics, refraction occurs when light waves travel from a medium...	1	9	9	travel	A2
refraction	308	in optics, refraction occurs when light waves travel from a medium...	5	11	12	a medium	NONE
refraction	338	in optics, refraction occurs when light waves travel from the water with a given refractive index into the air with another.	0	10	22	from the water with a given refractive index into the air with another	A1
refraction	353	refraction occurs due to differences in the optical densities of the transparent media light is travelling through.	0	5	14	differences in the optical densities of the transparent media light	A1
refraction	364	presumably this refraction is caused by nonlinear wave dynamics because the wave amplitude can be seen to increase with larger qo.	4	1	3	presumably this refraction	NONE
refraction	364	presumably this refraction is caused by nonlinear wave dynamics because the wave amplitude can be seen to increase with larger qo.	7	5	5	caused	NONE
refraction	364	presumably this refraction is caused by nonlinear wave dynamics because the wave amplitude can be seen to increase with larger qo.	0	7	9	nonlinear wave dynamics	A1
refraction	364	presumably this refraction is caused by nonlinear wave dynamics because the wave amplitude can be seen to increase with larger qo.	8	11	13	the wave amplitude	NONE
refraction	364	presumably this refraction is caused by nonlinear wave dynamics because the wave amplitude can be seen to increase with larger qo.	3	14	14	can	NONE
refraction	364	presumably this refraction is caused by nonlinear wave dynamics because the wave amplitude can be seen to increase with larger qo.	2	16	16	seen	NONE
refraction	364	presumably this refraction is caused by nonlinear wave dynamics because the wave amplitude can be seen to increase with larger qo.	1	18	18	increase	NONE
refraction	364	presumably this refraction is caused by nonlinear wave dynamics because the wave amplitude can be seen to increase with larger qo.	6	20	21	larger qo	NONE
refraction	365	well to the cases where the refraction is caused by bottom changes or by changes in both bottom and current.	0	11	20	bottom changes or by changes in both bottom and current	A1
refraction	375	the variation in index of refraction occurs due to the change of...	2	1	6	the variation in index of refraction	NONE
refraction	375	the variation in index of refraction occurs due to the change of...	3	7	7	occurs	NONE
refraction	375	the variation in index of refraction occurs due to the change of...	0	10	12	the change of	A1
refraction	408	refraction occurs when a wave bends as it crosses the boundary between different mediums (eg.	4	1	1	refraction	NONE
refraction	408	refraction occurs when a wave bends as it crosses the boundary between different mediums (eg.	5	2	2	occurs	NONE
refraction	408	refraction occurs when a wave bends as it crosses the boundary between different mediums (eg.	0	4	5	a wave	A0
refraction	408	refraction occurs when a wave bends as it crosses the boundary between different mediums (eg.	8	6	6	bends	NONE
refraction	408	refraction occurs when a wave bends as it crosses the boundary between different mediums (eg.	2	8	8	it	NONE
refraction	408	refraction occurs when a wave bends as it crosses the boundary between different mediums (eg.	1	9	9	crosses	A2
refraction	408	refraction occurs when a wave bends as it crosses the boundary between different mediums (eg.	6	10	11	the boundary	NONE
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	4	1	1	refraction	NONE
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	9	2	2	occurs	NONE
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	1	4	5	a wave	A0
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	2	6	6	passes	A2
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	3	7	9	from one medium	NONE
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	8	11	11	another	NONE
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	0	19	21	the wave deviates	A3
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	7	27	27	would	NONE
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	6	28	28	have	NONE
refraction	410	refraction occurs when a wave passes from one medium to another and is bent; that is, the wave deviates from the straight-line path it would have otherwise...	5	29	29	otherwise	NONE
refraction	418	the refraction is caused by a change in the speed of light, and this is due to interactions with electrons in the solid.	1	1	2	the refraction	A2
refraction	418	the refraction is caused by a change in the speed of light, and this is due to interactions with electrons in the solid.	2	4	4	caused	NONE
refraction	418	the refraction is caused by a change in the speed of light, and this is due to interactions with electrons in the solid.	0	6	12	a change in the speed of light	A1
refraction	419	refraction is caused by the fact that light travels at a constant speed only in a vacuum.	0	5	17	the fact that light travels at a constant speed only in a vacuum	A1
refraction	485	the simplest case of refraction occurs when there is an...	0	1	5	the simplest case of refraction	NONE
refraction	485	the simplest case of refraction occurs when there is an...	1	6	6	occurs	NONE
refraction	485	the simplest case of refraction occurs when there is an...	2	7	10	when there is an	NONE
refraction	535	wave refraction is caused by segments of the wave moving at different speeds as the water depth along the crest varies.	0	6	20	segments of the wave moving at different speeds as the water depth along the crest	A1
regeneration	222	regeneration is the process of restoring cells, tissues and structures that are lost or damaged after disease, injury or aging.	0	6	6	restoring	A2
regeneration	260	regeneration is the process of replacing damaged tissue with phenotypically and functionally identical tissue.	0	6	6	replacing	A2
regeneration	260	regeneration is the process of replacing damaged tissue with phenotypically and functionally identical tissue.	3	7	7	damaged	NONE
regeneration	260	regeneration is the process of replacing damaged tissue with phenotypically and functionally identical tissue.	2	10	10	phenotypically	NONE
regeneration	298	organ regeneration is the process of implanting or integrating man-made material into a human to replace natural organs or tissues.	0	7	7	implanting	A2
regeneration	393	abstract: regeneration is the process of restoring cells, tissues and structures that are lost during disease, injury or aging.	0	8	8	restoring	A2
reproduction	53	reproduction is the process of producing new life.	0	6	6	producing	A2
reproduction	53	reproduction is the process of producing new life.	1	7	8	new life	NONE
reproduction	131	reproduction is the process of making a new organism, as in parents producing offspring.	0	6	6	making	A2
reproduction	155	reproduction is the process of creating serial homologues of whole animals, and it shouldn't surprise us that the process also occurs on a smaller scale.	0	6	6	creating	A2
reproduction	395	reproduction is the process of making offspring.	0	6	6	making	A2
reproduction	442	the purpose of reproduction is to propagate...	1	1	4	the purpose of reproduction	NONE
reproduction	442	the purpose of reproduction is to propagate...	0	7	7	propagate	A3
reproduction	497	reproduction is the process of generating offspring.	0	6	6	generating	A2
respiration	48	respiration is the process of obtaining sufficient oxygen from an organism's environment to support its cellular metabolic...	0	6	6	obtaining	A2
respiration	50	first, respiration is the process by which an organism takes oxygen into its body and then releases carbon dioxide from its body.	0	11	11	takes	A2
respiration	101	the respiration is the process of taking in oxygen and getting rid of carbon dioxide.	0	7	8	taking in	A2
respiration	265	cellular respiration is the process of moving energy from one chemical form (glucose) into another (atp), since all cells use atp for all metabolic reactions.	3	7	7	moving	A2
respiration	265	cellular respiration is the process of moving energy from one chemical form (glucose) into another (atp), since all cells use atp for all metabolic reactions.	1	9	14	from one chemical form ( glucose	A0
respiration	265	cellular respiration is the process of moving energy from one chemical form (glucose) into another (atp), since all cells use atp for all metabolic reactions.	0	19	19	atp	A3
respiration	265	cellular respiration is the process of moving energy from one chemical form (glucose) into another (atp), since all cells use atp for all metabolic reactions.	2	23	24	all cells	A0
respiration	265	cellular respiration is the process of moving energy from one chemical form (glucose) into another (atp), since all cells use atp for all metabolic reactions.	4	25	25	use	NONE
respiration	265	cellular respiration is the process of moving energy from one chemical form (glucose) into another (atp), since all cells use atp for all metabolic reactions.	6	28	30	all metabolic reactions	NONE
respiration	511	respiration is the process of converting nutrients into usable energy.	0	6	6	converting	A2
respiration	525	respiration is the process of exchanging o2 with co2.	0	6	6	exchanging	A2
sexual_reproduction	86	explain how sexual reproduction causes genetic variation and how this leads to increased survival of the.	0	6	16	genetic variation and how this leads to increased survival of the	A3
sexual_reproduction	93	sexual reproduction causes new solutions.	0	4	6	new solutions .	A3
sexual_reproduction	209	sexual reproduction is the process of producing offspring, with two copies of each chromosome,...	0	7	7	producing	A2
sexual_reproduction	263	sexual reproduction is the union of male and female gametes to form a fertilized egg, or zygote.	0	5	5	union	A2
sexual_reproduction	347	sexual reproduction is the creation of a new organism by combining the genetic ....	0	5	5	creation	A2
sexual_reproduction	357	sexual reproduction is the formation of a new individual following the union of two gametes.	0	5	5	formation	A2
sexual_reproduction	394	sexual reproduction is the process of combining features of two parents into new offspring.	0	7	7	combining	A2
sexual_reproduction	430	sexual reproduction causes offspring to depend on the genetic makeup of two...	0	4	13	offspring to depend on the genetic makeup of two ...	A3
shedding	406	regular shedding is the method by which your dog's coat releases damaged or unhealthy hair and allows for the new healthy coat to grow in.	0	5	5	method	A2
strip_farming	512	strip farming is the growing of crops in narrow, systematic strips or bands to reduce soil erosion from wind and water and otherwise improve agricultural...	0	5	5	growing	A2
sublimation	92	sublimation is the process by which a solid changes into a gas without going through this stage...	0	11	12	a gas	A3
sublimation	129	the sublimation causes pits in snow that hollow...	0	4	9	pits in snow that hollow ...	A3
sublimation	148	sublimation causes significant cooling of the snowpack.	0	3	8	significant cooling of the snowpack .	A3
sublimation	191	this sublimation is caused by heat produced by energized resistor elements.	0	6	11	heat produced by energized resistor elements	A1
sublimation	192	sublimation is the process of vaporizing a solid substance and condensing the vapors to again form the solid directly, without passing through an intermediate...	0	7	9	a solid substance	A0
sublimation	201	sublimation is the process by which a solid transitions into a gas (and gas  solid).	0	11	12	a gas	A3
sublimation	223	sublimation is the defense mechanism where socially unacceptable impulses or desires...	0	4	4	defense	A2
sublimation	276	sublimation is the transition of a substance directly from the solid to the gas phase without passing through the intermediate liquid phase.	2	1	1	sublimation	NONE
sublimation	276	sublimation is the transition of a substance directly from the solid to the gas phase without passing through the intermediate liquid phase.	0	4	4	transition	A2
sublimation	276	sublimation is the transition of a substance directly from the solid to the gas phase without passing through the intermediate liquid phase.	1	17	17	passing	NONE
sublimation	276	sublimation is the transition of a substance directly from the solid to the gas phase without passing through the intermediate liquid phase.	3	18	22	through the intermediate liquid phase	NONE
sublimation	300	sublimation is the process of infusing dye into polyester through heat.	3	6	6	infusing	A2
sublimation	300	sublimation is the process of infusing dye into polyester through heat.	2	7	7	dye	A0
sublimation	300	sublimation is the process of infusing dye into polyester through heat.	5	9	9	polyester	NONE
sublimation	300	sublimation is the process of infusing dye into polyester through heat.	1	10	11	through heat	A1
sublimation	300	sublimation is the process of infusing dye into polyester through heat.	0	11	11	heat	A1
sublimation	355	sublimation is the freeze drying process in which solvents, such as water, pass directly...	0	4	4	freeze	A2
sublimation	355	sublimation is the freeze drying process in which solvents, such as water, pass directly...	2	9	13	solvents , such as water	NONE
sublimation	355	sublimation is the freeze drying process in which solvents, such as water, pass directly...	1	15	15	pass	NONE
sublimation	475	sublimation is caused by the presence of an external, alternating magnetic field generated by a current carrying solenoid.	0	5	20	the presence of an external , alternating magnetic field generated by a current carrying solenoid .	A1
sublimation	495	sublimation is the process by which a solid transforms into a gas without passing through the liquid stage.	0	7	8	a solid	A0
sublimation	495	sublimation is the process by which a solid transforms into a gas without passing through the liquid stage.	1	9	9	transforms	A2
terracing	464	the purpose of terracing is to retard and collect water runoff between the terraces.	0	7	14	retard and collect water runoff between the terraces	A3
weathering	4	this mechanism of weathering causes the outer surface of the rock to fall off in...	0	6	16	the outer surface of the rock to fall off in ...	A3
weathering	11	weathering is the process of breaking down rock.	1	6	7	breaking down	A2
weathering	11	weathering is the process of breaking down rock.	0	8	8	rock	A0
weathering	23	mechanical weathering is the disintegration of rock into smaller and smaller fragments.	0	5	5	disintegration	A2
weathering	25	the process of weathering helps to make soil.	0	7	8	make soil	A3
weathering	100	weathering is the process of breaking down rocks and minerals into smaller pieces...	1	6	7	breaking down	A2
weathering	100	weathering is the process of breaking down rocks and minerals into smaller pieces...	0	8	10	rocks and minerals	A0
weathering	122	mechanical weathering is the process of breaking big rocks into little ones.	0	8	9	big rocks	A0
weathering	135	as discussed in the previous section, weathering helps to release toxic and potentially toxic elements as well as mineral dusts into surface environments,...	0	11	25	release toxic and potentially toxic elements as well as mineral dusts into surface environments ,	A3
weathering	149	mechanical weathering is the process of breaking down bedrock into smaller fragments.	2	7	8	breaking down	A2
weathering	149	mechanical weathering is the process of breaking down bedrock into smaller fragments.	1	9	9	bedrock	A0
weathering	149	mechanical weathering is the process of breaking down bedrock into smaller fragments.	0	10	12	into smaller fragments	A3
weathering	157	mechanical weathering is the process by which rocks are broken into smaller...	1	10	10	broken	A2
weathering	157	mechanical weathering is the process by which rocks are broken into smaller...	0	12	12	smaller	A3
weathering	246	mechanical weathering is the process by which rock is broken into smaller pieces without significant changes in composition.	1	10	10	broken	A2
weathering	246	mechanical weathering is the process by which rock is broken into smaller pieces without significant changes in composition.	0	12	13	smaller pieces	A3
weathering	255	physical weathering causes fracturing of feldspars along their cleavage planes.	0	4	11	fracturing of feldspars along their cleavage planes .	A3
weathering	268	deep weathering causes the formation of many secondary and supergene ores  bauxite, iron ores, saprolitic gold, supergene copper, uranium and heavy...	2	1	2	deep weathering	NONE
